timestamp,neighbor_id,rssi,energy_consumption
1,74,-90,232.5
1,103,-87,232.5
1,211,-94,232.5
1,139,-81,232.5
2,74,-90,232.5
2,103,-87,232.5
2,211,-94,232.5
2,139,-81,232.5
3,74,-90,232.5
3,103,-87,232.5
3,211,-94,232.5
3,139,-81,232.5
4,74,-90,232.5
4,103,-87,232.5
4,211,-94,232.5
4,139,-81,232.5
5,74,-90,232.5
5,103,-87,232.5
5,211,-94,232.5
5,139,-81,232.5
6,74,-90,232.5
6,103,-87,232.5
6,211,-94,232.5
6,139,-81,232.5
7,74,-90,232.5
7,103,-87,232.5
7,211,-94,232.5
7,139,-81,232.5
8,74,-90,232.5
8,103,-87,232.5
8,211,-94,232.5
8,139,-81,232.5
9,74,-90,232.5
9,103,-87,232.5
9,211,-94,232.5
9,139,-81,232.5
10,74,-90,232.5
10,103,-87,232.5
10,211,-94,232.5
10,139,-81,232.5
11,74,-90,232.5
11,103,-87,232.5
11,211,-94,232.5
11,139,-81,232.5
12,74,-90,232.5
12,103,-87,232.5
12,211,-94,232.5
12,139,-81,232.5
13,74,-90,232.5
13,103,-87,232.5
13,211,-94,232.5
13,139,-81,232.5
14,74,-90,232.5
14,103,-87,232.5
14,211,-94,232.5
14,139,-81,232.5
15,74,-90,232.5
15,103,-87,232.5
15,211,-94,232.5
15,139,-81,232.5
16,74,-90,232.5
16,103,-87,232.5
16,211,-94,232.5
16,139,-81,232.5
17,74,-90,232.5
17,103,-87,232.5
17,211,-94,232.5
17,139,-81,232.5
18,74,-90,232.5
18,103,-87,232.5
18,211,-94,232.5
18,139,-81,232.5
19,74,-90,232.5
19,103,-87,232.5
19,211,-94,232.5
19,139,-81,232.5
20,74,-90,232.5
20,103,-87,232.5
20,211,-94,232.5
20,139,-81,232.5
21,74,-90,232.5
21,103,-87,232.5
21,211,-94,232.5
21,139,-81,232.5
22,74,-90,232.5
22,103,-87,232.5
22,211,-94,232.5
22,139,-81,232.5
23,74,-90,232.5
23,103,-87,232.5
23,211,-94,232.5
23,139,-81,232.5
24,74,-90,232.5
24,103,-87,232.5
24,211,-94,232.5
24,139,-81,232.5
25,74,-90,232.5
25,103,-87,232.5
25,211,-94,232.5
25,139,-81,232.5
26,74,-90,232.5
26,103,-87,232.5
26,211,-94,232.5
26,139,-81,232.5
27,74,-90,232.5
27,103,-87,232.5
27,211,-94,232.5
27,139,-81,232.5
28,74,-90,232.5
28,103,-87,232.5
28,211,-94,232.5
28,139,-81,232.5
29,74,-90,232.5
29,103,-87,232.5
29,211,-94,232.5
29,139,-81,232.5
30,74,-90,232.5
30,103,-87,232.5
30,211,-94,232.5
30,139,-81,232.5
31,74,-90,232.5
31,103,-87,232.5
31,211,-94,232.5
31,139,-81,232.5
32,74,-90,232.969
32,103,-87,232.969
32,211,-94,232.969
32,139,-81,232.969
33,74,-90,232.5
33,103,-87,232.5
33,211,-94,232.5
33,139,-80,232.5
34,74,-90,232.5
34,103,-87,232.5
34,211,-94,232.5
34,139,-80,232.5
35,74,-90,232.5
35,103,-87,232.5
35,211,-94,232.5
35,139,-80,232.5
36,74,-90,232.5
36,103,-87,232.5
36,211,-94,232.5
36,139,-80,232.5
37,74,-90,232.5
37,103,-87,232.5
37,211,-94,232.5
37,139,-80,232.5
38,74,-90,232.969
38,103,-87,232.969
38,211,-94,232.969
38,139,-80,232.969
39,74,-90,232.5
39,103,-87,232.5
39,211,-94,232.5
39,139,-80,232.5
40,74,-90,232.5
40,103,-87,232.5
40,211,-94,232.5
40,139,-80,232.5
41,74,-90,232.5
41,103,-87,232.5
41,211,-94,232.5
41,139,-80,232.5
42,74,-90,232.5
42,103,-87,232.5
42,211,-94,232.5
42,139,-80,232.5
43,74,-90,232.5
43,103,-87,232.5
43,211,-94,232.5
43,139,-80,232.5
44,74,-90,232.5
44,103,-87,232.5
44,211,-94,232.5
44,139,-80,232.5
45,74,-90,232.5
45,103,-87,232.5
45,211,-94,232.5
45,139,-80,232.5
46,74,-90,232.969
46,103,-87,232.969
46,211,-94,232.969
46,139,-80,232.969
47,74,-90,232.5
47,103,-87,232.5
47,211,-94,232.5
47,139,-80,232.5
48,74,-90,232.5
48,103,-87,232.5
48,211,-94,232.5
48,139,-80,232.5
49,74,-90,232.5
49,103,-87,232.5
49,211,-94,232.5
49,139,-80,232.5
50,74,-90,232.5
50,103,-87,232.5
50,211,-94,232.5
50,139,-80,232.5
51,74,-90,232.969
51,103,-87,232.969
51,211,-94,232.969
51,139,-80,232.969
52,74,-90,235.312
52,103,-87,235.312
52,211,-94,235.312
52,139,-80,235.312
53,74,-90,235.312
53,103,-87,235.312
53,211,-94,235.312
53,139,-80,235.312
54,74,-90,235.781
54,103,-87,235.781
54,211,-94,235.781
54,139,-80,235.781
55,74,-90,235.312
55,103,-87,235.312
